ATS,Building_C,Location_C,Name,Geographic,Latitude,Longitude,latitude,longitude
10X045,X045,X045,Thomas C. Giordano Middle School 45,10,40.858389,-73.887026,4991476.458999999,-8225066.1105
10X046,X046,X046,P.S. 046 Edgar Allan Poe,10,40.867169,-73.890402,4992768.820100002,-8225441.9252
10X051,X781,X051,The Bronx STEM and Arts Academy,10,40.850674,-73.886997,4990341.000600003,-8225062.882300001
10X054,X054,X054,P.S./I.S. 54,10,40.864872,-73.88794,4992430.699500002,-8225167.8566
10X056,X056,X056,P.S. 056 Norwood Heights,10,40.875481,-73.874912,4993992.452500001,-8223717.586200001
10X059,X059,X059,P.S. 059 The Community School of Technology,10,40.853141,-73.893639,4990704.068000004,-8225802.2663
10X077,X177,X077,Bedford Park Elementary School,10,40.872559,-73.875375,4993562.279299997,-8223769.1272
10X080,X080,X080,J.H.S. 080 The Mosholu Parkway,10,40.876819,-73.881245,4994189.4375,-8224422.5726
10X081,X081,X081,P.S. 081 Robert J. Christen,10,40.903275,-73.904657,4998085.1998,-8227028.784499999
10X085,X085,X085,P.S. 085 Great Expectations,10,40.858689,-73.894682,4991520.614299998,-8225918.3726
10X086,X086,X086,P.S. 086 Kingsbridge Heights,10,40.869061,-73.897066,4993047.3330999985,-8226183.758199999
10X091,X091,X091,P.S. 091 Bronx,10,40.858286,-73.907494,4991461.299000002,-8227344.5978999995
10X094,X094,X094,P.S. 094 Kings College School,10,40.880661,-73.875268,4994755.092200004,-8223757.216
10X095,X095,X095,P.S. 095 Sheila Mencher,10,40.883049,-73.891664,4995106.692199998,-8225582.4103
10X118,X118,X118,J.H.S. 118 William W. Niles,10,40.848702,-73.892482,4990050.7919000015,-8225673.469699999
10X141,X141,X141,Riverdale / Kingsbridge Academy (Middle School / H,10,40.887407,-73.914141,4995748.380099997,-8228084.5385
10X159,X159,X159,P.S. 159 Luis Munoz Marin Biling,10,40.85568,-73.893136,4991077.745700002,-8225746.272600001
10X205,X205,X205,P.S. 205 Fiorello LaGuardia,10,40.855759,-73.881753,4991089.3728,-8224479.1229
10X206,X206,X206,I.S. 206 Ann Mersereau,10,40.859534,-73.906285,4991644.986100003,-8227210.012599999
10X207,X819,X207,P.S. 207,10,40.878327,-73.906197,4994411.455300003,-8227200.216499999
10X209,X209,X209,P.S. 209,10,40.856834,-73.897635,4991247.590599999,-8226247.098999999
10X213,X475,X213,Bronx Engineering and Technology Academy,10,40.877379,-73.912686,4994271.8838,-8227922.568700001
10X225,X137,X225,Theatre Arts Production Company School,10,40.854257,-73.897404,4990868.313699998,-8226221.384199999
10X226,X826,X226,P.S. 226,10,40.855822,-73.916076,4991098.645000003,-8228299.9418
10X228,X283,X228,Jonas Bronck Academy,10,40.860987,-73.891562,4991858.8505000025,-8225571.0558
10X237,X143,X237,"The Marie Curie High School for Medicine, Nursing,",10,40.875636,-73.901565,4994015.271899998,-8226684.5846
10X243,X435,X243,West Bronx Academy for the Future,10,40.859466,-73.888625,4991634.977399997,-8225244.110400001
10X244,X143,X244,The New School for Leadership and Journalism,10,40.875636,-73.901565,4994015.271899998,-8226684.5846
10X246,X843,X246,P.S. 246 Poe Center,10,40.865972,-73.8953,4992592.619099997,-8225987.168
10X254,X254,X254,I.S. 254,10,40.858721,-73.889878,4991525.324199997,-8225383.593699999
10X264,X660,X264,Bronx Academy for Software Engineering (BASE),10,40.855392,-73.882487,4991035.358499996,-8224560.8314
10X268,X430,X268,Kingsbridge International High School,10,40.869061,-73.897066,4993047.3330999985,-8226183.758199999
10X279,X279,X279,"P.S. 279 Captain Manuel Rivera, Jr.",10,40.854666,-73.904958,4990928.508400001,-8227062.2917
10X280,X080,X280,P.S./M.S. 280 Mosholu Parkway,10,40.876819,-73.881245,4994189.4375,-8224422.5726
10X284,X475,X284,Bronx School of Law and Finance,10,40.877379,-73.912686,4994271.8838,-8227922.568700001
10X291,X015,X291,P.S. 291,10,40.859243,-73.909763,4991602.1548999995,-8227597.1818
10X306,X306,X306,P.S. 306,10,40.850722,-73.910827,4990348.064599998,-8227715.625700001
10X307,X886,X307,Luisa Pineiro Fuentes School of Science and Discov,10,40.869142,-73.901821,4993059.256999999,-8226713.0824
10X308,X852,X308,Bronx Dance Academy School,10,40.885428,-73.878051,4995456.979599997,-8224067.018100001
10X310,X122,X310,P.S. 310 Marble Hill,10,40.872477,-73.905547,4993550.207699999,-8227127.8588
10X315,X779,X315,P.S. 315 Lab School,10,40.873659,-73.900068,4993724.217699997,-8226517.939300001
10X319,X211,X319,Providing Urban Learners Success In Education High,10,40.848385,-73.893744,4990004.141500004,-8225813.9549
10X331,X306,X331,The Bronx School of Young Leaders,10,40.850722,-73.910827,4990348.064599998,-8227715.625700001
10X340,X340,X340,P.S. 340,10,40.869407,-73.897171,4993098.267099999,-8226195.446799999
10X342,X430,X342,International School for Liberal Arts,10,40.869061,-73.897066,4993047.3330999985,-8226183.758199999
10X344,X095,X344,Ampark Neighborhood,10,40.883049,-73.891664,4995106.692199998,-8225582.4103
10X351,X440,X351,Bronx Collaborative High School,10,40.879958,-73.889011,4994651.5876,-8225287.079700001
10X353,X440,X353,World View High School,10,40.879958,-73.889011,4994651.5876,-8225287.079700001
10X360,X360,X360,P.S. 360,10,40.874717,-73.902214,4993879.9755000025,-8226756.831
10X363,X115,X363,Academy For Personal Leadership And Excellence,10,40.859496,-73.90049,4991639.392999999,-8226564.916200001
10X368,X368,X368,In-Tech Academy (M.S. / High School 368),10,40.877935,-73.913694,4994353.741899997,-8228034.7787
10X374,X435,X374,Knowledge and Power Preparatory Academy Internatio,10,40.859466,-73.888625,4991634.977399997,-8225244.110400001
10X386,X079,X386,School for Environmental Citizenship,10,40.855337,-73.903139,4991027.263800003,-8226859.8015
10X390,X026,X390,M.S. 390,10,40.854335,-73.913016,4990879.793300003,-8227959.304099999
10X391,X137,X391,The Angelo Patri Middle School,10,40.854257,-73.897404,4990868.313699998,-8226221.384199999
10X396,X026,X396,P.S. 396,10,40.854335,-73.913016,4990879.793300003,-8227959.304099999
10X397,X475,X397,English Language Learners and International Suppor,10,40.877379,-73.912686,4994271.8838,-8227922.568700001
10X433,X430,X433,High School for Teaching and the Professions,10,40.869061,-73.897066,4993047.3330999985,-8226183.758199999
10X434,X435,X434,Belmont Preparatory High School,10,40.859466,-73.888625,4991634.977399997,-8225244.110400001
10X437,X435,X437,Fordham High School for the Arts,10,40.859466,-73.888625,4991634.977399997,-8225244.110400001
10X438,X435,X438,Fordham Leadership Academy,10,40.859466,-73.888625,4991634.977399997,-8225244.110400001
10X439,X435,X439,Bronx High School for Law and Community Service,10,40.859466,-73.888625,4991634.977399997,-8225244.110400001
10X440,X440,X440,DeWitt Clinton High School,10,40.879958,-73.889011,4994651.5876,-8225287.079700001
10X442,X430,X442,"Celia Cruz Bronx High School of Music, The",10,40.869061,-73.897066,4993047.3330999985,-8226183.758199999
10X445,X445,X445,The Bronx High School of Science,10,40.879958,-73.889011,4994651.5876,-8225287.079700001
10X447,X079,X447,Creston Academy,10,40.855337,-73.903139,4991027.263800003,-8226859.8015
10X477,X475,X477,Marble Hill High School for International Studies,10,40.877379,-73.912686,4994271.8838,-8227922.568700001
10X524,X660,X524,Crotona International High School,10,40.855392,-73.882487,4991035.358499996,-8224560.8314
10X535,X444,X535,Rose Hill Pre-K Center,10,40.861316,-73.893236,4991907.276100002,-8225757.4046
10X546,X475,X546,Bronx Theatre High School,10,40.877379,-73.912686,4994271.8838,-8227922.568700001
10X549,X430,X549,Discovery High School,10,40.869061,-73.897066,4993047.3330999985,-8226183.758199999
10X565,X660,X565,High School for Energy and Technology,10,40.855392,-73.882487,4991035.358499996,-8224560.8314
10X696,X905,X696,High School of American Studies at Lehman College,10,40.874725,-73.895543,4993881.153300002,-8226014.218699999
11X016,X016,X016,P.S. 016 Wakefield,11,40.902311,-73.854231,4997943.2192,-8221415.387800001
11X019,X019,X019,P.S. 019 Judith K. Weiss,11,40.899351,-73.866949,4997507.275200002,-8222831.1491
11X021,X021,X021,P.S. 021 Philip H. Sheridan,11,40.887888,-73.85942,4995819.206900001,-8221993.024700001
11X041,X041,X041,P.S. 041 Gun Hill Road,11,40.874754,-73.867834,4993885.422700003,-8222929.6669
11X068,X068,X068,P.S. 068 Bronx,11,40.891603,-73.83888,4996366.254500002,-8219706.522299999
11X076,X076,X076,P.S. 076 The Bennington School,11,40.869059,-73.860928,4993047.038699999,-8222160.8945
11X078,X078,X078,P.S. 078 Anne Hutchinson,11,40.878474,-73.850563,4994433.0978000015,-8221007.068
11X083,X083,X083,P.S. 083 Donald Hertz,11,40.849176,-73.858769,4990120.5471,-8221920.5557
11X087,X087,X087,P.S. 087 Bronx,11,40.895741,-73.846198,4996975.626500003,-8220521.158399999
11X089,X089,X089,P.S. 089 Bronx,11,40.862481,-73.859254,4992078.754500002,-8221974.545700001
11X096,X096,X096,P.S. 096 Richard Rodgers,11,40.86073,-73.868986,4991821.0227999985,-8223057.9069
11X097,X097,X097,P.S. 097 Bronx,11,40.863524,-73.846768,4992232.278099999,-8220584.6105
11X103,X103,X103,P.S. 103 Hector Fontanez,11,40.892198,-73.86194,4996453.873300001,-8222273.549799999
11X105,X105,X105,P.S. 105 Sen Abraham Bernstein,11,40.853075,-73.866264,4990694.354599997,-8222754.895300001
11X106,X106,X106,P.S. 106 Parkchester,11,40.836974,-73.854823,4988325.023000002,-8221481.289000001
11X108,X108,X108,P.S. 108 Philip J. Abinanti,11,40.8547,-73.8532,4990933.5123,-8221300.6175
11X111,X111,X111,P.S. 111 Seton Falls,11,40.884371,-73.839288,4995301.343800001,-8219751.9407
11X112,X112,X112,P.S. 112 Bronxwood,11,40.88494,-73.843977,4995385.124799997,-8220273.9178
11X121,X121,X121,P.S. 121 Throop,11,40.866474,-73.85051,4992666.514200002,-8221001.168
11X127,X127,X127,J.H.S. 127 The Castle Hill,11,40.838759,-73.853203,4988587.665100001,-8221300.951400001
11X144,X144,X144,J.H.S. 144 Michelangelo,11,40.863842,-73.836525,4992279.086300001,-8219444.3649
11X153,X153,X153,P.S. 153 Helen Keller,11,40.874035,-73.831669,4993779.571800001,-8218903.797499999
11X160,X160,X160,P.S. 160 Walt Disney,11,40.864073,-73.823816,4992313.0886999965,-8218029.6055
11X169,X169,X169,Baychester Academy,11,40.881344,-73.839386,4994855.6532000005,-8219762.85
11X175,X175,X175,P.S. 175 City Island,11,40.844353,-73.78354,4989410.803199999,-8213546.1017
11X178,X178,X178,P.S. 178 - Dr. Selman Waksman,11,40.874035,-73.831669,4993779.571800001,-8218903.797499999
11X180,X180,X180,M.S. 180 Dr. Daniel Hale Williams,11,40.874035,-73.831669,4993779.571800001,-8218903.797499999
11X181,X181,X181,I.S. 181 Pablo Casals,11,40.874035,-73.831669,4993779.571800001,-8218903.797499999
11X189,X189,X189,Cornerstone Academy for Social Action,11,40.882778,-73.830616,4995066.7905,-8218786.5781
11X194,X194,X194,P.S./M.S. 194,11,40.83541,-73.846594,4988094.9043999985,-8220565.240900001
11X249,X455,X249,Bronx Health Sciences High School,11,40.874035,-73.831669,4993779.571800001,-8218903.797499999
11X265,X425,X265,Bronx Lab School,11,40.875172,-73.861649,4993946.961000003,-8222241.1558
11X270,X362,X270,Academy for Scholarship and Entrepreneurship: A Co,11,40.888242,-73.852714,4995871.333400004,-8221246.5162
11X275,X425,X275,High School of Computers and Technology,11,40.875172,-73.861649,4993946.961000003,-8222241.1558
11X287,X113,X287,North Bronx School of Empowerment,11,40.880649,-73.860126,4994753.325400002,-8222071.6162
11X288,X415,X288,Collegiate Institute for Math and Science,11,40.860443,-73.860729,4991778.779600002,-8222138.741900001
11X290,X425,X290,Bronx Academy of Health Careers,11,40.875172,-73.861649,4993946.961000003,-8222241.1558
11X299,X415,X299,Astor Collegiate Academy,11,40.860443,-73.860729,4991778.779600002,-8222138.741900001
11X326,X135,X326,Bronx Green Middle School,11,40.862098,-73.865028,4992022.379699998,-8222617.304400001
11X355,X142,X355,Bronx Alliance Middle School,11,40.886002,-73.839682,4995541.498099998,-8219795.8006
11X357,X292,X357,Young Voices Academy of the Bronx,11,40.854423,-73.863733,4990892.7447,-8222473.1457
11X370,X113,X370,Leaders of Tomorrow,11,40.880649,-73.860126,4994753.325400002,-8222071.6162
11X418,X839,X418,Bronx High School for the Visual Arts,11,40.851577,-73.864438,4990473.893100001,-8222551.6259
11X455,X455,X455,Harry S Truman High School,11,40.874035,-73.831669,4993779.571800001,-8218903.797499999
11X462,X189,X462,Cornerstone Academy for Social Action Middle Schoo,11,40.882778,-73.830616,4995066.7905,-8218786.5781
11X468,X135,X468,Pelham Academy of Academics and Community Engageme,11,40.862098,-73.865028,4992022.379699998,-8222617.304400001
11X481,X311,X481,The STEAM Bridge School,11,40.843531,-73.865498,4989289.844400004,-8222669.624600001
11X483,X314,X483,The Matilda Avenue School,11,40.901436,-73.854402,4997814.3486,-8221434.4235
11X498,X498,X498,P.S./M.S. 11X498 - Van Nest Academy,11,40.845023,-73.857989,4989509.3961,-8221833.726500001
11X508,X415,X508,Bronxdale High School,11,40.860443,-73.860729,4991778.779600002,-8222138.741900001
11X509,X415,X509,High School of Language and Innovation,11,40.860443,-73.860729,4991778.779600002,-8222138.741900001
11X513,X362,X513,New World High School,11,40.888242,-73.852714,4995871.333400004,-8221246.5162
11X514,X362,X514,The Bronxwood Preparatory Academy,11,40.888242,-73.852714,4995871.333400004,-8221246.5162
11X529,X142,X529,One World Middle School at Edenwald,11,40.886002,-73.839682,4995541.498099998,-8219795.8006
11X532,X142,X532,Baychester Middle School,11,40.886002,-73.839682,4995541.498099998,-8219795.8006
11X542,X415,X542,Pelham Preparatory Academy,11,40.860443,-73.860729,4991778.779600002,-8222138.741900001
11X544,X425,X544,High School for Contemporary Arts,11,40.875172,-73.861649,4993946.961000003,-8222241.1558
11X545,X425,X545,Bronx Aerospace High School,11,40.875172,-73.861649,4993946.961000003,-8222241.1558
11X556,X135,X556,Bronx Park Middle School,11,40.862098,-73.865028,4992022.379699998,-8222617.304400001
11X566,X144,X566,Pelham Gardens Middle School,11,40.863842,-73.836525,4992279.086300001,-8219444.3649
11X567,X127,X567,Linden Tree Elementary School,11,40.838759,-73.853203,4988587.665100001,-8221300.951400001
12X006,X006,X006,P.S. 006 West Farms,12,40.840445,-73.882531,4988835.747000001,-8224565.7294
12X044,X044,X044,P.S. 044 David C. Farragut,12,40.842564,-73.891086,4989147.550399996,-8225518.0677000005
12X047,X047,X047,P.S. 047 John Randolph,12,40.832529,-73.866974,4987671.023500003,-8222833.9321
12X057,X057,X057,P.S. 057 Crescent,12,40.848748,-73.888987,4990057.561300002,-8225284.4081
12X061,X061,X061,P.S. 061 Francisco Oller,12,40.836156,-73.892784,4988204.666199997,-8225707.088199999
12X066,X066,X066,P.S. 066 School of Higher Expectations,12,40.831493,-73.88654,4987518.601499997,-8225012.009299999
12X067,X067,X067,P.S. 067 Mohegan School,12,40.843781,-73.884192,4989326.632200003,-8224750.631100001
12X129,X129,X129,M.S. 129 Academy for Independent Learning and Lead,12,40.846128,-73.886721,4989672.002999999,-8225032.1581
12X134,X134,X134,P.S. 134 George F. Bristow,12,40.831613,-73.894241,4987536.256499998,-8225869.2807
12X150,X150,X150,P.S. 150 Charles James Fox,12,40.82471,-73.894349,4986520.7086,-8225881.303200001
12X190,X061,X190,E.S.M.T- I.S. 190,12,40.836156,-73.892784,4988204.666199997,-8225707.088199999
12X195,X077,X195,P.S. 195,12,40.830811,-73.877305,4987418.263300002,-8223983.9738
12X196,X077,X196,P.S. 196,12,40.830811,-73.877305,4987418.263300002,-8223983.9738
12X211,X193,X211,P.S. 211,12,40.843705,-73.890145,4989315.448700003,-8225413.316
12X214,X167,X214,P.S. 214,12,40.839297,-73.879931,4988666.827,-8224276.298800001
12X217,X116,X217,School of Performing Arts,12,40.822056,-73.894368,4986130.288599998,-8225883.418299999
12X242,X423,X242,Mott Hall V,12,40.832508,-73.878191,4987667.933799997,-8224082.6028
12X248,X099,X248,"Metropolitan High School, The",12,40.827539,-73.896925,4986936.8895,-8226168.0622000005
12X251,X098,X251,Explorations Academy H.S.,12,40.836245,-73.890591,4988217.761200003,-8225462.964500001
12X267,X158,X267,Bronx Latin,12,40.826933,-73.900593,4986847.737899996,-8226576.382099999
12X271,X973,X271,East Bronx Academy for the Future,12,40.836821,-73.887688,4988302.511200003,-8225139.804099999
12X273,X057,X273,Frederick Douglass Academy V. Middle School,12,40.848748,-73.888987,4990057.561300002,-8225284.4081
12X286,X066,X286,Fannie Lou Hamer Middle School,12,40.831493,-73.88654,4987518.601499997,-8225012.009299999
12X300,X234,X300,The School of Science and Applied Learning,12,40.846128,-73.886721,4989672.002999999,-8225032.1581
12X314,X050,X314,Fairmont Neighborhood School,12,40.834188,-73.886995,4987915.109499998,-8225062.659600001
12X316,X129,X316,Kappa III,12,40.846128,-73.886721,4989672.002999999,-8225032.1581
12X318,X193,X318,"I.S. X318 Math, Science & Technology Through Arts",12,40.843705,-73.890145,4989315.448700003,-8225413.316
12X341,X116,X341,Accion Academy,12,40.822056,-73.894368,4986130.288599998,-8225883.418299999
12X383,X167,X383,Emolior Academy,12,40.839297,-73.879931,4988666.827,-8224276.298800001
12X388,X420,X388,Pan American International High School at Monroe,12,40.832508,-73.878191,4987667.933799997,-8224082.6028
12X446,X401,X446,Arturo A. Schomburg Satellite Academy Bronx,12,40.823124,-73.898265,4986287.396200001,-8226317.2303
12X458,X320,X458,Samara Community School,12,40.833595,-73.885081,4987827.861699998,-8224849.5941
12X463,X198,X463,Urban Scholars Community School,12,40.828406,-73.900121,4987064.439499997,-8226523.839299999
12X478,X423,X478,The Cinema School,12,40.832508,-73.878191,4987667.933799997,-8224082.6028
12X479,X158,X479,Bronx Career and College Preparatory High School,12,40.826933,-73.900593,4986847.737899996,-8226576.382099999
12X480,X401,X480,Bronx Regional High School,12,40.823124,-73.898265,4986287.396200001,-8226317.2303
12X511,X098,X511,Bronx Envision Academy,12,40.836245,-73.890591,4988217.761200003,-8225462.964500001
12X521,X420,X521,The Metropolitan Soundview High School,12,40.832508,-73.878191,4987667.933799997,-8224082.6028
12X531,X102,X531,Archer Elementary School,12,40.838151,-73.866038,4988498.2042,-8222729.7371
12X536,X102,X536,P.S. 536,12,40.838151,-73.866038,4988498.2042,-8222729.7371
12X550,X420,X550,High School of World Cultures,12,40.832508,-73.878191,4987667.933799997,-8224082.6028
12X595,X092,X595,P.S. 595,12,40.846205,-73.889602,4989683.334100001,-8225352.8696
12X626,X484,X626,Cultivating Hearts and Minds Pre-K Center,12,40.839563,-73.880672,4988705.966700003,-8224358.786499999
12X641,X098,X641,Bard High School Early College Bronx,12,40.836245,-73.890591,4988217.761200003,-8225462.964500001
12X682,X878,X682,Fannie Lou Hamer Freedom High School,12,40.831212,-73.885804,4987477.2597,-8224930.0781
12X684,X879,X684,Wings Academy,12,40.841376,-73.875262,4988972.739100002,-8223756.5481
12X691,X102,X691,Bronx Little School,12,40.838151,-73.866038,4988498.2042,-8222729.7371
13K003,K003,K003,P.S. 003 The Bedford Village,13,40.682311,-73.955219,4965594.937799998,-8232657.320599999
13K008,K008,K008,The Emily Warren Roebling School,13,40.700709,-73.992841,4968296.035700001,-8236845.3825
13K009,K009,K009,Public School 9 The Sarah Smith Garnet School,13,40.678554,-73.966333,4965043.446400002,-8233894.5254
13K011,K011,K011,P.S. 011 Purvis J. Behan,13,40.685896,-73.96589,4966121.210199997,-8233845.210899999
13K020,K020,K020,P.S. 020 Clinton Hill,13,40.690742,-73.970896,4966832.6404,-8234402.476199999
13K044,K044,K044,P.S. 044 Marcus Garvey,13,40.686213,-73.940859,4966167.746699996,-8231058.772700001
13K046,K046,K046,P.S. 046 Edward C. Blum,13,40.69453,-73.971644,4967388.784100004,-8234485.7432
13K054,K054,K054,P.S. 54 The Detective Rafael Ramos School,13,40.692616,-73.952504,4967107.772,-8232355.088199999
13K056,K056,K056,P.S. 056 Lewis H. Latimer,13,40.684286,-73.960536,4965884.861199997,-8233249.2063
13K067,K067,K067,P.S. 067 Charles A. Dorsey,13,40.695339,-73.977674,4967507.5634,-8235156.9998
13K093,K093,K093,P.S. 093 William H. Prescott,13,40.679079,-73.946381,4965120.509499997,-8231673.4789
13K113,K113,K113,M.S. 113 Ronald Edmonds Learning Center,13,40.688769,-73.971474,4966542.982500002,-8234466.8189
13K133,K317,K133,P.S. 133 William A. Butler,13,40.679916,-73.980455,4965243.371299997,-8235466.579299999
13K256,K256,K256,P.S. 256 Benjamin Banneker,13,40.690595,-73.94961,4966811.058899999,-8232032.9296
13K265,K265,K265,Dr. Susan S. McKinney Secondary School of the Arts,13,40.697177,-73.976104,4967777.428099997,-8234982.2282
13K266,K902,K266,M.S. K266 - Park Place Community Middle School,13,40.678809,-73.976648,4965080.876999997,-8235042.786
13K270,K270,K270,P.S. 270 Johann DeKalb,13,40.689499,-73.960808,4966650.153499998,-8233279.485200001
13K282,K282,K282,P.S. 282 Park Slope,13,40.676649,-73.977983,4964763.822700001,-8235191.397500001
13K287,K287,K287,P.S. 287 Bailey K. Ashford,13,40.697856,-73.98112,4967877.124300003,-8235540.606699999
13K301,K093,K301,Restoration Academy,13,40.679079,-73.946381,4965120.509499997,-8231673.4789
13K307,K307,K307,P.S. 307 Daniel Hale Williams,13,40.701789,-73.981599,4968454.618799999,-8235593.9288
13K313,K611,K313,Dock Street School for STEAM Studies,13,40.702952,-73.992076,4968625.392200001,-8236760.223099999
13K350,K805,K350,Urban Assembly School of Music and Art,13,40.69733,-73.984528,4967799.892700002,-8235919.9835
13K351,K056,K351,The Urban Assembly Unison School,13,40.684286,-73.960536,4965884.861199997,-8233249.2063
13K412,K117,K412,Brooklyn Community Arts & Media High School (BCAM),13,40.692015,-73.95818,4967019.5352,-8232986.9376
13K419,K805,K419,"Science Skills Center High School for Science, Tec",13,40.69733,-73.984528,4967799.892700002,-8235919.9835
13K430,K430,K430,Brooklyn Technical High School,13,40.688896,-73.976435,4966561.627300002,-8235019.074899999
13K439,K805,K439,Brooklyn International High School,13,40.69733,-73.984528,4967799.892700002,-8235919.9835
13K482,K748,K482,Albee Square Montessori Public School,13,40.691124,-73.983827,4966888.723200001,-8235841.9486
13K483,K313,K483,The Urban Assembly School for Law and Justice,13,40.694629,-73.988323,4967403.319399998,-8236342.441
13K492,K305,K492,Academy of Arts and Letters,13,40.685653,-73.94573,4966085.537299998,-8231601.0099
13K527,K313,K527,Urban Assembly Institute of Math and Science for Y,13,40.694629,-73.988323,4967403.319399998,-8236342.441
13K553,K458,K553,Brooklyn Academy High School,13,40.684654,-73.947873,4965938.883299999,-8231839.567600001
13K594,K909,K594,Gotham Professional Arts Academy,17,40.678591,-73.961636,4965048.877499998,-8233371.6578
13K595,K994,K595,Bedford Academy High School,13,40.685486,-73.953692,4966061.021399997,-8232487.3357
13K605,K580,K605,George Westinghouse Career and Technical Education,13,40.695444,-73.986105,4967522.979800001,-8236095.534399999
13K616,K117,K616,Brooklyn High School for Leadership and Community,13,40.692015,-73.95818,4967019.5352,-8232986.9376
13K670,K914,K670,Benjamin Banneker Academy,13,40.695389,-73.968759,4967514.9045,-8234164.5865
13K674,K580,K674,"City Polytechnic High School of Engineering, Archi",13,40.695444,-73.986105,4967522.979800001,-8236095.534399999
13K691,K046,K691,Fort Greene Preparatory Academy,13,40.69453,-73.971644,4967388.784100004,-8234485.7432
13K869,K611,K869,District 13 PRE-K Center,13,40.702952,-73.992076,4968625.392200001,-8236760.223099999
13K915,K653,K915,Bridges: A School for Exploration and Equity,13,40.682163,-73.973492,4965573.212200001,-8234691.4616
13K963,K653,K963,Design Works High School,13,40.682163,-73.973492,4965573.212200001,-8234691.4616
14K016,K016,K016,P.S. 016 Leonard Dunkly,14,40.706069,-73.962049,4969083.103100002,-8233417.6327
14K017,K017,K017,P.S. 017 Henry D. Woodworth,14,40.715268,-73.9573,4970434.0405,-8232888.976399999
14K018,K018,K018,P.S. 018 Edward Bush,14,40.71088,-73.946695,4969789.608800001,-8231708.4332
14K023,K023,K023,P.S. 023 Carter G. Woodson,14,40.69447,-73.947256,4967379.974799998,-8231770.8835
14K031,K031,K031,P.S. 031 Samuel F. Dupont,14,40.72697,-73.954139,4972152.830799997,-8232537.0955
14K034,K034,K034,P.S. 034 Oliver H. Perry,14,40.726378,-73.949756,4972065.870499998,-8232049.1822
14K050,K050,K050,J.H.S. 050 John D. Wells,14,40.711915,-73.960137,4969941.6074,-8233204.789799999
14K059,K059,K059,P.S. 059 The Dawn Best School,14,40.697619,-73.943279,4967842.325999998,-8231328.165899999
14K071,K071,K071,Juan Morel Campos Secondary School,14,40.703996,-73.953304,4968778.694300003,-8232444.1438
14K084,K084,K084,P.S. 084 Jose De Diego,14,40.715089,-73.963808,4970407.7513,-8233613.443700001
14K110,K110,K110,P.S. 110 The Monitor,14,40.723743,-73.941926,4971678.818700001,-8231177.5506
14K120,K120,K120,P.S. 120 Carlos Tapia,14,40.700819,-73.937888,4968312.1875,-8230728.0425
14K126,K126,K126,John Ericsson Middle School 126,14,40.719818,-73.947932,4971102.308799997,-8231846.135500001
14K132,K132,K132,P.S. 132 The Conselyea School,14,40.714772,-73.945663,4970361.194700003,-8231593.5515
14K147,K147,K147,P.S. 147 Isaac Remsen,14,40.705005,-73.93879,4968926.859300002,-8230828.4527
14K157,K157,K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,14,40.695397,-73.959999,4967516.079099998,-8233189.4278
14K196,K196,K196,P.S. 196 Ten Eyck,14,40.708804,-73.939385,4969484.737400003,-8230894.6877999995
14K250,K250,K250,P.S. 250 George H. Lindsay,14,40.706708,-73.945659,4969176.938699998,-8231593.1063
14K257,K257,K257,P.S. 257 John F. Hylan,14,40.702759,-73.941345,4968597.052100003,-8231112.874
14K297,K297,K297,P.S. 297 Abraham Stockton,14,40.697377,-73.948166,4967806.7936,-8231872.1842
14K318,K318,K318,I.S. 318 Eugenio Maria De Hostos,14,40.703034,-73.948771,4968637.4331,-8231939.532500001
14K319,K319,K319,P.S. 319,14,40.709632,-73.953881,4969606.332400002,-8232508.3751
14K380,K380,K380,P.S. 380 John Wayne Elementary,14,40.70179,-73.953702,4968454.765600003,-8232488.448899999
14K414,K019,K414,Brooklyn Arbor Elementary School,14,40.710107,-73.954678,4969676.088600002,-8232597.0967
14K449,K049,K449,"Brooklyn Latin School, The",14,40.709765,-73.944463,4969625.864100002,-8231459.9681
14K454,K049,K454,The Williamsburg High School of Art and Technology,14,40.709765,-73.944463,4969625.864100002,-8231459.9681
14K474,K450,K474,PROGRESS High School for Professional Careers,14,40.711134,-73.938921,4969826.910599999,-8230843.035499999
14K477,K450,K477,East Williamsburg Scholars Academy,14,40.711134,-73.938921,4969826.910599999,-8230843.035499999
14K478,K450,K478,"The High School for Enterprise, Business and Techn",14,40.711134,-73.938921,4969826.910599999,-8230843.035499999
14K488,K650,K488,Brooklyn Preparatory High School,14,40.715561,-73.954815,4970477.072700001,-8232612.3475
14K558,K650,K558,Williamsburg High School for Architecture and Desi,14,40.715561,-73.954815,4970477.072700001,-8232612.3475
14K561,K650,K561,Williamsburg Preparatory School,14,40.715561,-73.954815,4970477.072700001,-8232612.3475
14K577,K017,K577,Conselyea Preparatory School,14,40.715268,-73.9573,4970434.0405,-8232888.976399999
14K582,K196,K582,M.S. 582,14,40.708804,-73.939385,4969484.737400003,-8230894.6877999995
14K586,K049,K586,Lyons Community School,14,40.709765,-73.944463,4969625.864100002,-8231459.9681
14K610,K610,K610,A-Tech High School,14,40.721448,-73.953328,4971341.721500002,-8232446.815400001
14K614,K147,K614,Young Women's Leadership School of Brooklyn,14,40.705005,-73.93879,4968926.859300002,-8230828.4527
