ATS,Building_C,Location_C,Name,Geographic,Latitude,Longitude,latitude,longitude
01M015,M015,M015,P.S. 015 Roberto Clemente,1,40.722075,-73.978747,4971433.816200003,-8235276.445599999
01M020,M020,M020,P.S. 020 Anna Silver,1,40.721305,-73.986312,4971320.717600003,-8236118.577500001
01M034,M034,M034,P.S. 034 Franklin D. Roosevelt,1,40.726008,-73.975058,4972011.520800002,-8234865.788000001
01M063,M063,M063,The STAR Academy - P.S.63,1,40.72444,-73.986214,4971781.198600002,-8236107.668199999
01M064,M064,M064,P.S. 064 Robert Simon,1,40.72313,-73.981597,4971588.778099999,-8235593.7061
01M110,M110,M110,P.S. 110 Florence Nightingale,1,40.7162,-73.9798,4970570.921599999,-8235393.664999999
01M134,M134,M134,P.S. 134 Henrietta Szold,1,40.714248,-73.983854,4970284.237199999,-8235844.9542
01M140,M140,M140,P.S. 140 Nathan Straus,1,40.719148,-73.983769,4971003.901600003,-8235835.492000001
01M142,M142,M142,P.S. 142 Amalia Castro,1,40.718121,-73.984116,4970853.061399996,-8235874.119899999
01M184,M137,M184,P.S. 184m Shuang Wen,1,40.711125,-73.985438,4969825.5889,-8236021.2842999995
01M188,M188,M188,P.S. 188 The Island School,1,40.719888,-73.97738,4971112.5901999995,-8235124.2718
01M292,M056,M292,Orchard Collegiate Academy,1,40.713362,-73.986051,4970154.115800001,-8236089.5231
01M315,M019,M315,The East Village Community School,1,40.730009,-73.984496,4972599.248599999,-8235916.4213
01M332,M056,M332,University Neighborhood Middle School,1,40.713362,-73.986051,4970154.115800001,-8236089.5231
01M361,M061,M361,The Children's Workshop School,1,40.727537,-73.978254,4972236.119400002,-8235221.565099999
01M363,M063,M363,Neighborhood School,1,40.72444,-73.986214,4971781.198600002,-8236107.668199999
01M364,M064,M364,Earth School,1,40.72313,-73.981597,4971588.778099999,-8235593.7061
01M378,M025,M378,School for Global Leaders,1,40.72004,-73.986038,4971134.915600002,-8236088.075999999
01M448,M446,M448,University Neighborhood High School,1,40.712269,-73.984128,4969993.595899999,-8235875.455700001
01M450,M060,M450,East Side Community School,1,40.729152,-73.982472,4972473.356399998,-8235691.1107
01M458,M510,M458,Forsyth Satellite Academy,1,40.722415,-73.990468,4971483.756200001,-8236581.2213
01M515,M025,M515,Lower East Side Preparatory High School,1,40.72004,-73.986038,4971134.915600002,-8236088.075999999
01M539,M022,M539,"New Explorations into Science, Technology and Math",1,40.719416,-73.979581,4971043.264300004,-8235369.286
01M650,M510,M650,Cascades High School,1,40.722415,-73.990468,4971483.756200001,-8236581.2213
01M696,M097,M696,Bard High School Early College,1,40.718276,-73.976093,4970875.826800004,-8234981.0035999995
01M839,M064,M839,Tompkins Square Middle School,1,40.72313,-73.981597,4971588.778099999,-8235593.7061
02M001,M001,M001,P.S. 001 Alfred E. Smith,2,40.71255,-73.997478,4970034.863799997,-8237361.570900001
02M002,M002,M002,P.S. 002 Meyer London,2,40.712907,-73.991523,4970087.293399997,-8236698.6634
02M003,M003,M003,P.S. 003 Charrette School,2,40.732603,-74.005949,4972980.3138,-8238304.5583999995
02M006,M006,M006,P.S. 006 Lillie D. Blake,2,40.777737,-73.960427,4979612.992200002,-8233237.0725
02M011,M011,M011,P.S. 011: The Sarah J. Garnet Elementary School,2,40.744186,-74.000743,4974682.067100003,-8237725.029100001
02M033,M033,M033,P.S. 033 Chelsea Prep,2,40.749014,-74.000238,4975391.4755000025,-8237668.8127
02M040,M040,M040,P.S. 040 Augustus Saint-Gaudens,2,40.735328,-73.981536,4973380.639200002,-8235586.9156
02M041,M041,M041,P.S. 041 Greenwich Village,2,40.73545,-73.999094,4973398.562399998,-8237541.463199999
02M042,M042,M042,P.S. 042 Benjamin Altman,2,40.716126,-73.990826,4970560.053300001,-8236621.0737
02M047,M047,M047,47 The American Sign Language and English Secondar,2,40.738374,-73.981329,4973828.141599998,-8235563.8725000005
02M051,M338,M051,P.S. 051 Elias Howe,2,40.761487,-73.995825,4977224.450499997,-8237177.559800001
02M059,M488,M059,P.S. 059 Beekman Hill International,2,40.759248,-73.967204,4976895.391999997,-8233991.4847
02M077,M198,M077,P.S. 77 Lower Lab School,2,40.785018,-73.95042,4980683.395400003,-8232123.098300001
02M089,M089,M089,P.S. 89,2,40.71701,-74.013967,4970689.886399999,-8239197.118000001
02M104,M104,M104,J.H.S. 104 Simon Baruch,2,40.735879,-73.981034,4973461.587700002,-8235531.0331999995
02M111,M111,M111,P.S. 111 Adolph S. Ochs,2,40.76588,-73.989776,4977870.1076000035,-8236504.188200001
02M114,M114,M114,East Side Middle School,2,40.780452,-73.947379,4980012.1193,-8231784.5758
02M116,M116,M116,P.S. 116 Mary Lindley Murray,2,40.744511,-73.977906,4974729.819700003,-8235182.8259
02M124,M124,M124,P.S. 124 Yung Wing,2,40.715097,-73.996017,4970408.926299997,-8237198.9332
02M126,M126,M126,P.S. 126 Jacob August Riis,2,40.710651,-73.99742,4969755.978500001,-8237355.114399999
02M130,M130,M130,P.S. 130 Hernando De Soto,2,40.71866,-73.998326,4970932.226499997,-8237455.969900001
02M131,M131,M131,M.S. 131,2,40.716231,-73.993607,4970575.474600002,-8236930.6532000005
02M135,M520,M135,The Urban Assembly Early College High School of Em,2,40.711441,-74.000851,4969871.996100001,-8237737.0516
02M139,M625,M139,Stephen T. Mather Building Arts & Craftsmanship Hi,2,40.763655,-73.990318,4977543.085000001,-8236564.523399999
02M150,M464,M150,P.S. 150,2,40.707355,-74.01358,4969271.949900001,-8239154.0374
02M151,M066,M151,Yorkville Community School,2,40.777948,-73.947287,4979644.010300003,-8231774.3344
02M158,M158,M158,P.S. 158 Bayard Taylor,2,40.770215,-73.950745,4978507.281999998,-8232159.2772
02M167,M167,M167,J.H.S. 167 Robert F. Wagner,2,40.771541,-73.957827,4978702.190700002,-8232947.641799999
02M177,M158,M177,Yorkville East Middle School,2,40.770215,-73.950745,4978507.281999998,-8232159.2772
02M183,M183,M183,P.S. 183 Robert L. Stevenson,2,40.763804,-73.957731,4977564.984099999,-8232936.9551
02M198,M198,M198,P.S. 198 Isador E. Ida Straus,2,40.785018,-73.95042,4980683.395400003,-8232123.098300001
02M212,M017,M212,P.S. 212 Midtown West,2,40.761327,-73.988665,4977200.935500003,-8236380.5123
02M217,M271,M217,P.S./I.S. 217 Roosevelt Island,2,40.753598,-73.956435,4976065.0792,-8232792.6851
02M225,M480,M225,Ella Baker School,2,40.765638,-73.959777,4977834.538800001,-8233164.7148
02M234,M234,M234,P.S. 234 Independence School,2,40.71953,-74.01088,4971060.008299999,-8238853.4748
02M255,M040,M255,M.S. 255 Salk School of Science,2,40.735328,-73.981536,4973380.639200002,-8235586.9156
02M260,M868,M260,The Clinton School,2,40.736526,-73.992727,4973556.640600003,-8236832.692
02M267,M267,M267,"East Side Elementary School, PS 267",2,40.763883,-73.963861,4977576.5951000005,-8233619.343599999
02M276,M276,M276,Battery Park City School,2,40.706384,-74.017456,4969129.359899998,-8239585.511700001
02M280,M520,M280,Manhattan Early College School for Advertising,2,40.711441,-74.000851,4969871.996100001,-8237737.0516
02M281,M281,M281,The River School,2,40.744288,-73.972592,4974697.053999998,-8234591.2741
02M282,M520,M282,Urban Assembly Maker Academy,2,40.711441,-74.000851,4969871.996100001,-8237737.0516
02M288,M535,M288,Food and Finance High School,2,40.765474,-73.9927,4977810.434299998,-8236829.6864
02M289,M089,M289,I.S. 289,2,40.71701,-74.013967,4970689.886399999,-8239197.118000001
02M290,M190,M290,P.S. 290 Manhattan New School,2,40.775181,-73.952777,4979237.254199997,-8232385.478399999
02M294,M445,M294,Essex Street Academy,2,40.717329,-73.989329,4970736.738399997,-8236454.428400001
02M296,M535,M296,High School of Hospitality Management,2,40.765474,-73.9927,4977810.434299998,-8236829.6864
02M297,M323,M297,M.S. 297,2,40.731006,-74.007192,4972745.708700001,-8238442.9285
02M298,M131,M298,Pace High School,2,40.716231,-73.993607,4970575.474600002,-8236930.6532000005
02M300,M535,M300,"Urban Assembly School of Design and Construction,",2,40.765474,-73.9927,4977810.434299998,-8236829.6864
02M303,M535,M303,"Facing History School, The",2,40.765474,-73.9927,4977810.434299998,-8236829.6864
02M305,M445,M305,"Urban Assembly Academy of Government and Law, The",2,40.717329,-73.989329,4970736.738399997,-8236454.428400001
02M308,M445,M308,Lower Manhattan Arts Academy,2,40.717329,-73.989329,4970736.738399997,-8236454.428400001
02M312,M070,M312,New York City Lab Middle School for Collaborative,2,40.742512,-74.002222,4974436.107699998,-8237889.670600001
02M313,M440,M313,"James Baldwin School, The: A School for Expedition",2,40.743407,-74.00254,4974567.608499996,-8237925.0702
02M316,M282,M316,"Urban Assembly School of Business for Young Women,",2,40.705688,-74.013303,4969027.154600002,-8239123.2019
02M340,M340,M340,Sixth Avenue Elementary School,2,40.739145,-73.995534,4973941.416100003,-8237145.165899999
02M343,M343,M343,The Peck Slip School,2,40.708774,-74.002407,4969480.331900001,-8237910.264699999
02M347,M047,M347,The 47 American Sign Language & English Lower Scho,2,40.738374,-73.981329,4973828.141599998,-8235563.8725000005
02M374,M460,M374,Gramercy Arts High School,2,40.735361,-73.987064,4973385.487300001,-8236202.289799999
02M376,M615,M376,NYC iSchool,2,40.72463,-74.005058,4971809.107299998,-8238205.3727
02M391,M391,M391,District 2 Pre-K Center,2,40.704892,-74.015929,4968910.265900001,-8239415.526900001
02M392,M440,M392,Manhattan Business Academy,2,40.743407,-74.00254,4974567.608499996,-8237925.0702
02M393,M625,M393,Business Of Sports School,2,40.763655,-73.990318,4977543.085000001,-8236564.523399999
02M394,M131,M394,Emma Lazarus High School,2,40.716231,-73.993607,4970575.474600002,-8236930.6532000005
02M395,M894,M395,A School Without Walls,2,40.708971,-74.012465,4969509.2619,-8239029.916200001
02M397,M971,M397,Spruce Street School,2,40.711321,-74.005473,4969854.373099998,-8238251.5703
02M399,M460,M399,The High School For Language And Diplomacy,2,40.735361,-73.987064,4973385.487300001,-8236202.289799999
02M400,M834,M400,High School for Environmental Studies,2,40.767848,-73.98861,4978159.366400003,-8236374.389699999
02M407,M475,M407,Institute for Collaborative Education,2,40.732665,-73.98259,4972989.421899997,-8235704.2464000005
02M408,M017,M408,Professional Performing Arts High School,2,40.761327,-73.988665,4977200.935500003,-8236380.5123
02M411,M874,M411,Baruch College Campus High School,2,40.741888,-73.985723,4974344.425499998,-8236053.010299999
02M412,M070,M412,N.Y.C. Lab School for Collaborative Studies,2,40.742512,-74.002222,4974436.107699998,-8237889.670600001
02M413,M660,M413,School of the Future High School,2,40.739121,-73.985323,4973937.890000001,-8236008.4825
02M414,M070,M414,N.Y.C. Museum School,2,40.742512,-74.002222,4974436.107699998,-8237889.670600001
02M416,M855,M416,Eleanor Roosevelt High School,2,40.770288,-73.953276,4978518.012199998,-8232441.026799999
02M418,M824,M418,Millennium High School,2,40.704697,-74.011202,4968881.631300002,-8238889.319599999
02M419,M440,M419,Landmark High School,2,40.743407,-74.00254,4974567.608499996,-8237925.0702
02M420,M475,M420,High School for Health Professions and Human Servi,2,40.732665,-73.98259,4972989.421899997,-8235704.2464000005
02M422,M440,M422,Quest to Learn,2,40.743407,-74.00254,4974567.608499996,-8237925.0702
02M425,M894,M425,Leadership and Public Service High School,2,40.708971,-74.012465,4969509.2619,-8239029.916200001
02M427,M620,M427,Manhattan Academy For Arts & Language,2,40.74651,-73.98107,4975023.540600002,-8235535.0407
02M432,M620,M432,Murray Hill Academy,2,40.74651,-73.98107,4975023.540600002,-8235535.0407
02M437,M440,M437,Hudson High School of Learning Technologies,2,40.743407,-74.00254,4974567.608499996,-8237925.0702
02M438,M460,M438,International High School at Union Square,2,40.735361,-73.987064,4973385.487300001,-8236202.289799999
02M439,M873,M439,Manhattan Village Academy,2,40.741963,-73.991966,4974355.445,-8236747.9779
02M442,M905,M442,"Ballet Tech, NYC Public School for Dance",2,40.738521,-73.989481,4973849.738600001,-8236471.348999999
02M449,M480,M449,Vanguard High School,2,40.765638,-73.959777,4977834.538800001,-8233164.7148
02M459,M480,M459,Manhattan International High School,2,40.765638,-73.959777,4977834.538800001,-8233164.7148
02M475,M477,M475,Stuyvesant High School,2,40.718025,-74.013921,4970838.961599998,-8239191.997300001
02M489,M833,M489,High School of Economics and Finance,2,40.70927,-74.012328,4969553.171099998,-8239014.6654
02M500,M620,M500,Unity Center for Urban Technologies,2,40.74651,-73.98107,4975023.540600002,-8235535.0407
02M507,M625,M507,Urban Assembly Gateway School for Technology,2,40.763655,-73.990318,4977543.085000001,-8236564.523399999
02M519,M480,M519,Talent Unlimited High School,2,40.765638,-73.959777,4977834.538800001,-8233164.7148
02M520,M520,M520,Murry Bergtraum High School for Business Careers,2,40.711441,-74.000851,4969871.996100001,-8237737.0516
02M527,M816,M527,P.S. 527 - East Side School for Social Action,2,40.780652,-73.947856,4980041.521600001,-8231837.6752
02M529,M486,M529,Jacqueline Kennedy Onassis High School,2,40.757626,-73.98346,4976657.0189,-8235801.0943
02M531,M896,M531,Repertory Company High School for Theatre Arts,2,40.756089,-73.984381,4976431.1428999975,-8235903.6196
02M533,M460,M533,Union Square Academy for Health Sciences,2,40.735361,-73.987064,4973385.487300001,-8236202.289799999
02M534,M883,M534,Harvest Collegiate High School,2,40.736416,-73.995731,4973540.480099998,-8237167.095799999
02M542,M535,M542,Manhattan Bridges High School,2,40.765474,-73.9927,4977810.434299998,-8236829.6864
02M543,M445,M543,New Design High School,2,40.717329,-73.989329,4970736.738399997,-8236454.428400001
02M544,M834,M544,Independence High School,2,40.767848,-73.98861,4978159.366400003,-8236374.389699999
02M545,M445,M545,High School for Dual Language and Asian Studies,2,40.717329,-73.989329,4970736.738399997,-8236454.428400001
02M546,M460,M546,Academy for Software Engineering,2,40.735361,-73.987064,4973385.487300001,-8236202.289799999
02M550,M451,M550,Liberty High School Academy for Newcomers,2,40.74182,-74.000238,4974334.434600003,-8237668.8127
02M551,M877,M551,Urban Assembly New York Harbor School,2,40.689493,-74.018941,4966649.272600003,-8239750.8212
02M560,M641,M560,High School M560 - City As School,2,40.729052,-74.006155,4972458.666699998,-8238327.4902
02M565,M480,M565,Urban Academy Laboratory High School,2,40.765638,-73.959777,4977834.538800001,-8233164.7148
02M570,M920,M570,Satellite Academy High School,2,40.747425,-73.990562,4975157.9881,-8236591.6853
02M575,M661,M575,Manhattan Comprehensive Night and Day High School,2,40.732699,-73.984333,4972994.416699998,-8235898.2762
02M580,M282,M580,Richard R. Green High School of Teaching,2,40.705688,-74.013303,4969027.154600002,-8239123.2019
02M586,M807,M586,Harvey Milk High School,2,40.729661,-73.992343,4972548.127700001,-8236789.9454
02M600,M600,M600,The High School of Fashion Industries,2,40.745677,-73.996354,4974901.143600002,-8237236.447799999
02M605,M440,M605,Humanities Preparatory Academy,2,40.743407,-74.00254,4974567.608499996,-8237925.0702
02M615,M615,M615,Chelsea Career and Technical Education High School,2,40.72463,-74.005058,4971809.107299998,-8238205.3727
02M630,M488,M630,Art and Design High School,2,40.759248,-73.967204,4976895.391999997,-8233991.4847
02M655,M645,M655,The High School for Climate Justice,2,40.783286,-73.945933,4980428.7579,-8231623.607799999
02M896,M282,M896,Lower Manhattan Community Middle School,2,40.705688,-74.013303,4969027.154600002,-8239123.2019
02M972,M882,M972,Office of Academic Policy,2,40.747398,-73.992832,4975154.0207,-8236844.3806
03M009,M009,M009,P.S. 009 Sarah Anderson,3,40.785234,-73.974256,4980715.152000003,-8234776.5097
03M054,M054,M054,J.H.S. 054 Booker T. Washington,3,40.8007,-73.96327,4982989.255199999,-8233553.5538
03M075,M075,M075,P.S. 075 Emily Dickinson,3,40.795109,-73.973996,4982167.099799998,-8234747.5667
03M076,M076,M076,P.S. 076 A. Philip Randolph,3,40.806534,-73.951451,4983847.217600003,-8232237.8686999995
03M084,M084,M084,P.S. 084 Lillian Weber,3,40.789479,-73.968419,4981339.279299997,-8234126.7379
03M087,M087,M087,P.S. 087 William Sherman,3,40.78171,-73.97802,4980197.061099999,-8235195.5163
03M145,M145,M145,"P.S. 145, The Bloomingdale School",3,40.799098,-73.965611,4982753.674400002,-8233814.1526999995
03M149,M207,M149,P.S. 149 Sojourner Truth,3,40.802649,-73.948088,4983275.871600002,-8231863.5013
03M163,M163,M163,P.S. 163 Alfred E. Smith,3,40.795163,-73.96847,4982175.040100001,-8234132.415200001
03M165,M165,M165,P.S. 165 Robert E. Simon,3,40.802653,-73.965949,4983276.4597999975,-8233851.7787
03M166,M166,M166,P.S. 166 The Richard Rodgers School of The Arts an,3,40.788925,-73.972557,4981257.8244,-8234587.377900001
03M180,M180,M180,P.S. 180 Hugo Newman,3,40.80757,-73.955861,4983999.582199998,-8232728.787699999
03M185,M185,M185,The Locke School of Arts and Engineering,3,40.798461,-73.950146,4982660.002400003,-8232092.5967999995
03M191,M342,M191,The Riverside School for Makers and Artists,3,40.7722,-73.990902,4978799.058600001,-8236629.534
03M199,M199,M199,P.S. 199 Jessie Isador Straus,3,40.777603,-73.984423,4979593.293499999,-8235908.295
03M241,M113,M241,STEM Institute of Manhattan,3,40.801573,-73.955583,4983117.636,-8232697.8409
03M242,M144,M242,P.S. 242 - The Young Diplomats Magnet Academy,3,40.806055,-73.948385,4983776.771899998,-8231896.563200001
03M243,M009,M243,M.S. 243 Center School,3,40.785234,-73.974256,4980715.152000003,-8234776.5097
03M245,M044,M245,M.S. M245 The Computer School,3,40.780536,-73.977602,4980024.4683,-8235148.9847
03M247,M044,M247,M.S. M247 Dual Language Middle School,3,40.780536,-73.977602,4980024.4683,-8235148.9847
03M250,M075,M250,M.S. 250 West Side Collaborative Middle School,3,40.795109,-73.973996,4982167.099799998,-8234747.5667
03M256,M118,M256,Lafayette Academy,3,40.791395,-73.971011,4981620.994999997,-8234415.278000001
03M258,M118,M258,Community Action School - MS 258,3,40.791395,-73.971011,4981620.994999997,-8234415.278000001
03M291,M837,M291,West End Secondary School,3,40.772608,-73.988338,4978859.031900004,-8236344.1108
03M307,M490,M307,"Urban Assembly School for Media Studies, The",3,40.774891,-73.985608,4979194.624499999,-8236040.2086
03M333,M118,M333,P.S. 333 Manhattan School for Children,3,40.791395,-73.971011,4981620.994999997,-8234415.278000001
03M334,M044,M334,The Anderson School,3,40.780536,-73.977602,4980024.4683,-8235148.9847
03M402,M470,M402,The Urban Assembly School for Green Careers,3,40.786134,-73.974483,4980847.472499996,-8234801.7793000005
03M403,M470,M403,The Global Learning Collaborative,3,40.786134,-73.974483,4980847.472499996,-8234801.7793000005
03M404,M470,M404,Innovation Diploma Plus,3,40.786134,-73.974483,4980847.472499996,-8234801.7793000005
03M415,M088,M415,Wadleigh Secondary School for the Performing & Vis,3,40.80261,-73.954152,4983270.136200003,-8232538.5427
03M417,M470,M417,Frank McCourt High School,3,40.786134,-73.974483,4980847.472499996,-8234801.7793000005
03M421,M534,M421,West Prep Academy,3,40.80209,-73.96561,4983193.6652000025,-8233814.0414
03M452,M191,M452,P.S. 452,3,40.771603,-73.987515,4978711.304200001,-8236252.494899999
03M479,M912,M479,Beacon High School,2,40.760858,-73.996262,4977132.007299997,-8237226.2064
03M485,M485,M485,Fiorello H. LaGuardia High School of Music & Art a,3,40.774202,-73.985976,4979093.342799999,-8236081.1742
03M492,M490,M492,"High School for Law, Advocacy and Community Justic",3,40.774891,-73.985608,4979194.624499999,-8236040.2086
03M494,M490,M494,High School of Arts and Technology,3,40.774891,-73.985608,4979194.624499999,-8236040.2086
03M541,M490,M541,Manhattan / Hunter Science High School,3,40.774891,-73.985608,4979194.624499999,-8236040.2086
03M610,M506,M610,Young Women's Leadership School,3,40.797136,-73.966779,4982465.161700003,-8233944.173900001
03M859,M932,M859,Special Music School,3,40.775256,-73.982976,4979248.279200003,-8235747.2157000005
03M860,M088,M860,Frederick Douglass Academy II Secondary School,3,40.80261,-73.954152,4983270.136200003,-8232538.5427
03M862,M165,M862,Mott Hall II,3,40.802653,-73.965949,4983276.4597999975,-8233851.7787
04M007,M007,M007,P.S. 007 Samuel Stern,4,40.800616,-73.939374,4982976.902500004,-8230893.463300001
04M012,M117,M012,Tag Young Scholars,4,40.792556,-73.942285,4981791.704599999,-8231217.5143
04M037,M045,M037,River East Elementary,4,40.799265,-73.93374,4982778.2321000025,-8230266.2892
04M038,M121,M038,P.S. 38 Roberto Clemente,4,40.788668,-73.944762,4981220.037799999,-8231493.252699999
04M057,M057,M057,James Weldon Johnson,4,40.797205,-73.941598,4982475.307999998,-8231141.037799999
04M072,M072,M072,The Lexington Academy,4,40.791444,-73.94745,4981628.1998,-8231792.479499999
04M083,M083,M083,P.S. 083 Luis Munoz Rivera,4,40.793363,-73.941955,4981910.365000002,-8231180.778899999
04M096,M096,M096,P.S. 096 Joseph Lanzetta,4,40.79969,-73.937179,4982840.729800001,-8230649.117000001
04M102,M102,M102,P.S. 102 Jacques Cartier,4,40.795,-73.938418,4982151.071999997,-8230787.0418
04M108,M108,M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,4,40.795032,-73.947855,4982155.777400002,-8231837.5638999995
04M112,M112,M112,P.S. 112 Jose Celso Barbosa,4,40.796889,-73.930528,4982428.840899996,-8229908.731000001
04M146,M146,M146,P.S. 146 Ann M. Short,4,40.789535,-73.938727,4981347.513099998,-8230821.4395
04M155,M155,M155,P.S. 155 William Paca,4,40.797507,-73.935895,4982519.716700003,-8230506.182700001
04M171,M171,M171,P.S. 171 Patrick Henry,4,40.792302,-73.951425,4981754.3571000025,-8232234.974400001
04M182,M083,M182,The Bilingual Bicultural School,4,40.793363,-73.941955,4981910.365000002,-8231180.778899999
04M206,M206,M206,P.S. 206 Jose Celso Barbosa,4,40.796889,-73.930528,4982428.840899996,-8229908.731000001
04M224,M099,M224,M.S. 224 Manhattan East School for Arts & Academic,4,40.785107,-73.942154,4980696.480300002,-8231202.931399999
04M310,M646,M310,The Judith S. Kaye School,4,40.784112,-73.945647,4980550.195,-8231591.770400001
04M372,M117,M372,Esperanza Preparatory Academy,4,40.792556,-73.942285,4981791.704599999,-8231217.5143
04M375,M101,M375,Mosaic Preparatory Academy,4,40.796098,-73.944546,4982312.527000003,-8231469.207699999
04M377,M155,M377,Renaissance School of the Arts,4,40.797507,-73.935895,4982519.716700003,-8230506.182700001
04M435,M435,M435,Manhattan Center for Science and Mathematics,4,40.794184,-73.932868,4982031.0854,-8230169.218599999
04M495,M495,M495,Park East High School,4,40.790191,-73.944092,4981443.965999998,-8231418.6686
04M497,M013,M497,Central Park East I,4,40.793649,-73.948488,4981952.418399997,-8231908.029100001
04M505,M895,M505,Edward A. Reynolds West Side High School,4,40.792932,-73.947171,4981846.991099998,-8231761.4213
04M555,M013,M555,Central Park East High School,4,40.793649,-73.948488,4981952.418399997,-8231908.029100001
04M680,M107,M680,"Heritage School, The",4,40.791966,-73.946879,4981704.952600002,-8231728.915999999
04M825,M435,M825,Isaac Newton Middle School for Math & Science,4,40.794184,-73.932868,4982031.0854,-8230169.218599999
04M964,M050,M964,Central Park East II,4,40.785559,-73.940919,4980762.934199996,-8231065.4519
05M030,M030,M030,P.S. 030 Hernandez/Hughes,5,40.805653,-73.935461,4983717.650799997,-8230457.870100001
05M036,M036,M036,P.S. 036 Margaret Douglas,5,40.810705,-73.957409,4984460.661399998,-8232901.110300001
05M046,M046,M046,P.S. 046 Arthur Tappan,5,40.8304,-73.9363,4987357.795999996,-8230551.267100001
05M092,M092,M092,P.S. 092 Mary McLeod Bethune,5,40.814917,-73.945838,4985080.1743,-8231613.032400001
05M123,M123,M123,P.S. 123 Mahalia Jackson,5,40.820216,-73.944551,4985859.622199997,-8231469.7643
05M125,M125,M125,P.S. 125 Ralph Bunche,5,40.810793,-73.955722,4984473.6043,-8232713.314300001
05M129,M129,M129,P.S. 129 John H. Finley,5,40.814914,-73.95202,4985079.733099997,-8232301.2095
05M133,M133,M133,P.S. 133 Fred R Moore,5,40.809665,-73.939178,4984307.701300003,-8230871.6446
05M148,M136,M148,Eagle Academy for Young Men of Harlem,5,40.817228,-73.947151,4985420.0995000005,-8231759.1949000005
05M154,M154,M154,P.S. 154 Harriet Tubman,5,40.810499,-73.948902,4984430.363399997,-8231954.1154
05M157,M501,M157,The Urban Assembly School for Global Commerce,5,40.807019,-73.938714,4983918.546300001,-8230819.9924
05M161,M161,M161,P.S. 161 Pedro Albizu Campos,5,40.817719,-73.952476,4985492.3222,-8232351.9712000005
05M175,M175,M175,P.S. 175 Henry H Garnet,5,40.814388,-73.942706,4985002.3653,-8231264.379799999
05M194,M194,M194,P.S. 194 Countee Cullen,5,40.821208,-73.941111,4986005.545699999,-8231086.825200001
05M197,M197,M197,P.S. 197 John B. Russwurm,5,40.813532,-73.938347,4984876.4602999985,-8230779.1381
05M200,M200,M200,P.S. 200- The James McCune Smith School,5,40.823988,-73.935746,4986414.496399999,-8230489.596100001
05M285,M911,M285,Harlem Renaissance High School,5,40.807692,-73.939974,4984017.524899997,-8230960.254899999
05M286,M043,M286,Urban Assembly Academy for Future Leaders,5,40.815747,-73.95552,4985202.257700004,-8232690.8278
05M304,M136,M304,Mott Hall High School,5,40.817228,-73.947151,4985420.0995000005,-8231759.1949000005
05M318,M371,M318,Thurgood Marshall Academy Lower School,5,40.825831,-73.937833,4986685.619499996,-8230721.9199
05M362,M125,M362,Columbia Secondary School,5,40.810793,-73.955722,4984473.6043,-8232713.314300001
05M369,M043,M369,Urban Assembly School for the Performing Arts,5,40.815747,-73.95552,4985202.257700004,-8232690.8278
05M371,M129,M371,School of Earth Exploration and Discovery Harlem (,5,40.814914,-73.95202,4985079.733099997,-8232301.2095
05M499,M010,M499,Frederick Douglass Academy,5,40.823988,-73.935746,4986414.496399999,-8230489.596100001
05M514,M195,M514,New Design Middle School,5,40.819793,-73.956814,4985797.399400003,-8232834.8752
05M517,M916,M517,Teachers College Community School,5,40.812428,-73.953317,4984714.0803999975,-8232445.5909
05M670,M970,M670,Thurgood Marshall Academy for Learning and Social,5,40.815237,-73.944299,4985127.242399998,-8231441.7117
05M692,M812,M692,"High School for Mathematics, Science and Engineeri",6,40.820208,-73.950354,4985858.4454,-8232115.7513
06M004,M004,M004,P.S. 004 Duke Ellington,6,40.834877,-73.941594,4988016.482799999,-8231140.592499999
06M005,M005,M005,P.S. 005 Ellen Lurie,6,40.857633,-73.922277,4991365.188500002,-8228990.233899999
06M008,M008,M008,P.S. 008 Luis Belliard,6,40.839235,-73.936614,4988657.7042,-8230586.2215
06M018,M502,M018,P.S. 018 Park Terrace,6,40.860961,-73.921474,4991855.023599997,-8228900.8444
06M028,M028,M028,P.S. 028 Wright Brothers,6,40.83163,-73.942023,4987538.757600002,-8231188.3486
06M048,M048,M048,P.S. 048 P.O. Michael J. Buczek,6,40.853193,-73.933629,4990711.720899999,-8230253.9328000005
06M052,M052,M052,Harold O. Levy School,6,40.865556,-73.925464,4992531.383699998,-8229345.009099999
06M098,M098,M098,P.S. 098 Shorac Kappock,6,40.867741,-73.917814,4992853.020900004,-8228493.414999999
06M103,M132,M103,Dos Puentes Elementary School,6,40.850561,-73.933964,4990324.370700002,-8230291.2248
06M115,M115,M115,P.S. 115 Alexander Humboldt,6,40.846116,-73.93514,4989670.237099998,-8230422.136499999
06M128,M128,M128,P.S. 128 Audubon,6,40.841032,-73.938701,4988922.120999999,-8230818.5452
06M132,M132,M132,P.S. 132 Juan Pablo Duarte,6,40.850561,-73.933964,4990324.370700002,-8230291.2248
06M143,M143,M143,J.H.S. 143 Eleanor Roosevelt,6,40.849311,-73.930991,4990140.4142,-8229960.272
06M152,M152,M152,P.S. 152 Dyckman Valley,6,40.859804,-73.927578,4991684.726599999,-8229580.338500001
06M153,M153,M153,P.S. 153 Adam Clayton Powell,6,40.826514,-73.947599,4986786.0973000005,-8231809.0660999995
06M173,M173,M173,P.S. 173,6,40.845459,-73.939785,4989573.555600002,-8230939.215600001
